winery,wine_name,year,rating,region,price_euros,vine_type,grape_variety,wine_ageing,service_temperature,quality_price_ratio,luxury_category,cluster_id
Hacienda Monasterio,Reserva,2011,4.4,Ribera del Duero,78.65,Tinto,Tempranillo,1,16-18°C,0.056,1,6
Dominio de Pingus,Flor de Pingus,2008,4.4,Ribera del Duero,125.0,Tinto,Tempranillo,0,16-18°C,0.035,1,7
Bodegas Roda,Roda I Reserva Rioja,2016,4.4,Rioja,35.9,Tinto,Tempranillo,1,16-18°C,0.123,0,6
Pago de Los Capellanes,Reserva Tinto,2017,4.4,Ribera del Duero,35.7,Tinto,Tempranillo,1,16-18°C,0.123,0,6
Aalto,Tinto,2019,4.4,Ribera del Duero,33.0,Tinto,Tempranillo,0,16-18°C,0.133,0,7
Bodegas Mauro,VS,2015,4.4,Castilla y Leon,60.95,Tinto,Tempranillo,0,16-18°C,0.072,1,7
Juan Gil,Jumilla Blue Label,2019,4.4,Jumilla,21.95,Tinto,Blend/Other,0,16-18°C,0.2,0,2
Bodegas Tradicion,Palo Cortado Tradicion Vors 30 Years Sherry,2015,4.4,Jerez Palo Cortado,82.5,Generoso,Blend/Other,0,12-14°C,0.053,1,4
Hacienda Monasterio,Reserva,2014,4.4,Ribera del Duero,109.9,Tinto,Tempranillo,1,16-18°C,0.04,1,6
Senorio de San Vicente,San Vicente Rioja,2011,4.4,Rioja,33.5,Tinto,Tempranillo,0,16-18°C,0.131,0,7
Alto Moncayo,Garnacha,2018,4.4,Campo de Borja,38.95,Tinto,Grenache,0,16-18°C,0.113,0,2
Volver,Triga,2016,4.4,Alicante,34.9,Tinto,Monastrell,0,16-18°C,0.126,0,2
Marques de Caceres,Gaudium,2014,4.4,Rioja,37.8,Tinto,Tempranillo,0,16-18°C,0.116,0,7
Bodegas Tradicion,Amontillado Tradicion Vors 30 Years,2015,4.4,Jerez Amontillado,59.9,Generoso,Blend/Other,0,12-14°C,0.073,1,4
Teso La Monja,Victorino,2016,4.4,Toro,38.7,Tinto,Tempranillo,0,16-18°C,0.114,0,7
Clos Mogador,Priorat,2011,4.4,Priorato,90.0,Tinto,Grenache / Carinena,0,16-18°C,0.049,1,7
Clos Mogador,Priorat,2010,4.4,Priorato,69.79,Tinto,Grenache / Carinena,0,16-18°C,0.063,1,7
Lan,Culmen Reserva Rioja,2011,4.4,Rioja,59.9,Tinto,Tempranillo,1,16-18°C,0.073,1,6
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2019,4.4,Almansa,27.39,Tinto,Grenache,0,16-18°C,0.161,0,2
Bodegas Roda,Roda I Reserva Rioja,2005,4.4,Rioja,93.0,Tinto,Tempranillo,1,16-18°C,0.047,1,6
Dominio del Aguila,Reserva,2016,4.4,Ribera del Duero,73.57,Tinto,Tempranillo,1,16-18°C,0.06,1,6
Marques de Vargas,Reserva Privada Rioja,2015,4.4,Rioja,49.67,Tinto,Tempranillo,1,16-18°C,0.089,0,6
Abadia Retuerta,Pago Negralada,2014,4.4,Sardon de Duero,91.57,Tinto,Tempranillo,0,16-18°C,0.048,1,7
Clos Mogador,Priorat,2012,4.4,Priorato,90.0,Tinto,Grenache / Carinena,0,16-18°C,0.049,1,7
Marques de Riscal,Baron de Chirel Rioja Reserva,2015,4.4,Rioja,69.95,Tinto,Tempranillo,1,16-18°C,0.063,1,6
Alion,Ribera del Duero,2001,4.4,Ribera del Duero,190.0,Tinto,Tempranillo,0,16-18°C,0.023,1,0
Marques de Riscal,Baron de Chirel Rioja Reserva,2005,4.4,Rioja,140.0,Tinto,Tempranillo,1,16-18°C,0.031,1,6
Tridente,Rejon Tempranillo,2015,4.4,Castilla y Leon,35.75,Tinto,Tempranillo,0,16-18°C,0.123,0,7
Alvaro Palacios,Finca Dofi,2016,4.4,Priorato,52.5,Tinto,Grenache / Carinena,0,16-18°C,0.084,1,7
Clos Mogador,Priorat,2007,4.4,Priorato,95.0,Tinto,Grenache / Carinena,0,16-18°C,0.046,1,7
Ausas,Interpretacion,2016,4.4,Ribera del Duero,45.15,Tinto,Tempranillo,0,16-18°C,0.097,0,7
Muga,Torre Muga,2015,4.4,Rioja,58.2142247461506,Tinto,Tempranillo,0,16-18°C,0.076,1,7
Senorio de San Vicente,San Vicente Rioja,2016,4.4,Rioja,42.7,Tinto,Tempranillo,0,16-18°C,0.103,0,7
Tresmano - Tr3smano,Vendimia,2017,4.4,Ribera del Duero,28.7315367295517,Tinto,Tempranillo,0,16-18°C,0.153,0,7
Ferrer Bobet,Priorat Vinyes Velles,2017,4.4,Priorato,32.65,Tinto,Grenache / Carinena,0,16-18°C,0.135,0,7
Marques de Caceres,Gaudium,2015,4.4,Rioja,43.86,Tinto,Tempranillo,0,16-18°C,0.1,0,7
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2017,4.4,Rioja,36.9,Tinto,Tempranillo,0,16-18°C,0.119,0,7
Remirez de Ganuza,Rioja Reserva,2013,4.4,Rioja,54.83,Tinto,Tempranillo,1,16-18°C,0.08,1,6
Marques de Murrieta,Dalmau Rioja,2016,4.4,Rioja,55.33,Tinto,Tempranillo,0,16-18°C,0.08,1,7
Bodegas Amaren,Tempranillo Reserva,2010,4.4,Rioja,26.9,Tinto,Tempranillo,1,16-18°C,0.164,0,6
Bodegas Tradicion,Cream Tradicion Vos 20 Years,2015,4.4,Jerez Cream,57.9,Generoso,Blend/Other,0,12-14°C,0.076,1,4
Tinto Pesquera,Millenium Reserva,2008,4.4,Ribera del Duero,74.0,Tinto,Tempranillo,1,16-18°C,0.059,1,6
Hacienda Monasterio,Cosecha,2019,4.4,Ribera del Duero,34.35,Tinto,Tempranillo,0,16-18°C,0.128,0,7
Arzuaga,Gran Reserva Ribera del Duero,2009,4.4,Ribera del Duero,76.3,Tinto,Tempranillo,1,16-18°C,0.058,1,6
Ausas,Interpretacion,2017,4.4,Ribera del Duero,45.3,Tinto,Tempranillo,0,16-18°C,0.097,0,7
Vega Sicilia,Valbuena 5o,1995,4.4,Ribera del Duero,299.0,Tinto,Tempranillo,0,16-18°C,0.015,1,0
Bodegas Mauro,VS,2016,4.4,Castilla y Leon,56.5,Tinto,Tempranillo,0,16-18°C,0.078,1,7
Vina Sastre,Pago de Santa Cruz,2014,4.4,Ribera del Duero,54.9,Tinto,Tempranillo,0,16-18°C,0.08,1,7
Ordonez,Vatan Tinta de Toro,2017,4.4,Toro,55.31,Tinto,Tempranillo,0,16-18°C,0.08,1,7
Cillar de Silos,Dominio del Pidio,2016,4.4,Ribera del Duero,53.91,Tinto,Tempranillo,0,16-18°C,0.082,1,7
Marques de Riscal,Rioja Gran Reserva,2015,4.4,Rioja,35.1,Tinto,Tempranillo,1,16-18°C,0.125,0,6
Teso La Monja,Victorino,2017,4.4,Toro,38.5,Tinto,Tempranillo,0,16-18°C,0.114,0,7
Imperial,Rioja Gran Reserva,2015,4.4,Rioja,49.97,Tinto,Tempranillo,1,16-18°C,0.088,0,6
Carmelo Rodero,Reserva,2016,4.4,Ribera del Duero,32.9,Tinto,Tempranillo,1,16-18°C,0.134,0,6
Ramos-Paul,Tinto,2006,4.4,Malaga,34.0,Tinto,Blend/Other,0,16-18°C,0.129,0,2
Artadi,Pagos Viejos,2006,4.4,Vino de Espana,90.5,Tinto,Tempranillo,0,16-18°C,0.049,1,7
Anima Negra,An,2018,4.4,Mallorca,38.3,Tinto,Blend/Other,0,16-18°C,0.115,0,2
Matarromera,Ribera del Duero Prestigio,2014,4.4,Ribera del Duero,41.32,Tinto,Tempranillo,0,16-18°C,0.106,0,7
Bodega Numanthia,Numanthia,2004,4.4,Toro,98.0,Tinto,Tempranillo,0,16-18°C,0.045,1,7
Rafael Palacios,As Sortes Val do Bibei Godello,2018,4.4,Valdeorras,55.71,Desconocido,Blend/Other,0,10-14°C,0.079,1,3
Bodega de Bardos,Suprema 30 Meses,2016,4.4,Ribera del Duero,35.2,Tinto,Tempranillo,0,16-18°C,0.125,0,7
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2015,4.4,Rioja,73.6,Tinto,Tempranillo,0,16-18°C,0.06,1,7
Ausas,Interpretacion,2018,4.4,Ribera del Duero,41.0,Tinto,Tempranillo,0,16-18°C,0.107,0,7
Morca,Garnacha,2016,4.4,Campo de Borja,31.5,Tinto,Grenache,0,16-18°C,0.14,0,2
Carmelo Rodero,Ribera del Duero TSM,2015,4.4,Ribera del Duero,56.75,Tinto,Tempranillo,0,16-18°C,0.078,1,7
Rodriguez Sanzo,Whisba Tempranillo Aged 18 Months in Whisky Barrels,2019,4.4,Toro,20.9,Tinto,Tempranillo,1,16-18°C,0.211,0,6
Lan,A Mano Rioja,2017,4.4,Rioja,30.73,Tinto,Tempranillo,0,16-18°C,0.143,0,7
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2014,4.4,Ribera del Duero,49.9,Tinto,Tempranillo,0,16-18°C,0.088,0,7
Vinicola Real,200 Monges Rioja Gran Reserva,2001,4.4,Rioja,52.0,Tinto,Tempranillo,1,16-18°C,0.085,1,6
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2011,4.4,Rioja,90.0,Tinto,Tempranillo,0,16-18°C,0.049,1,7
Antidoto,La Hormiga de Antidoto,2019,4.4,Ribera del Duero,26.63,Tinto,Tempranillo,0,16-18°C,0.165,0,7
Abadia Retuerta,Le Domaine Blanco de Guarda,2019,4.4,Sardon de Duero,32.58,Blanco,Blend/Other,0,8-10°C,0.135,0,1
Rafael Palacios,As Sortes Val do Bibei Godello,2019,4.4,Valdeorras,46.5,Desconocido,Blend/Other,0,10-14°C,0.095,0,3
Bosque de Matasnos,Edicion Limitada,2015,4.4,Ribera del Duero,32.5811870756681,Tinto,Tempranillo,0,16-18°C,0.135,0,7
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2017,4.4,Valencia,29.95,Tinto,Blend/Other,0,16-18°C,0.147,0,2
Altanza,Lealtanza Coleccion de Artistas Espanoles Sorolla,2010,4.4,Rioja,34.9,Tinto,Tempranillo,0,16-18°C,0.126,0,7
Remelluri,Granja Gran Reserva Rioja,2011,4.4,Rioja,43.9,Tinto,Tempranillo,1,16-18°C,0.1,0,6
Perinet,Priorat,2016,4.4,Priorato,65.0,Tinto,Grenache / Carinena,0,16-18°C,0.068,1,7
Toro Albala,Don PX Pedro Ximenez,1994,4.4,Montilla-Moriles,35.9,Generoso,Pedro Ximenez,0,12-14°C,0.123,0,4
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2010,4.4,Ribera del Duero,210.5,Tinto,Tempranillo,1,16-18°C,0.021,1,6
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2011,4.4,Cava,55.95,Espumoso,Blend/Other,1,6-8°C,0.079,1,5
Costers del Siurana,Miserere,2005,4.4,Priorato,92.8716274104906,Tinto,Grenache / Carinena,0,16-18°C,0.047,1,7
Martinet,Clos Martinet,2015,4.4,Priorato,65.4,Tinto,Grenache / Carinena,0,16-18°C,0.067,1,7
Valquejigoso,V2 Tinto,2008,4.4,Madrid,45.890156,Tinto,Blend/Other,0,16-18°C,0.096,0,2
Familia Torres,Grans Muralles,2014,4.4,Conca de Barbera,304.0,Tinto,Blend/Other,0,16-18°C,0.014,1,0
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2015,4.4,Rioja,47.5,Tinto,Tempranillo,0,16-18°C,0.093,0,7
Lan,A Mano Rioja,2018,4.4,Rioja,29.9,Tinto,Tempranillo,0,16-18°C,0.147,0,7
Contino,Rioja Gran Reserva,2016,4.4,Rioja,40.45,Tinto,Tempranillo,1,16-18°C,0.109,0,6
Vinedos de Paganos,El Puntido Gran Reserva,2007,4.4,Rioja,49.65,Tinto,Tempranillo,1,16-18°C,0.089,0,6
Artadi,Pagos Viejos,2004,4.4,Vino de Espana,57.11,Tinto,Tempranillo,0,16-18°C,0.077,1,7
Alion,Ribera del Duero,1996,4.4,Ribera del Duero,141.0,Tinto,Tempranillo,0,16-18°C,0.031,1,0
Remirez de Ganuza,Trasnocho,2010,4.4,Rioja,133.75,Tinto,Tempranillo,0,16-18°C,0.033,1,7
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2016,4.4,Rioja,67.9,Tinto,Tempranillo,0,16-18°C,0.065,1,7
Martinet,Clos Martinet,2011,4.4,Priorato,75.92,Tinto,Grenache / Carinena,0,16-18°C,0.058,1,7
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2010,4.4,Cava,47.52,Espumoso,Blend/Other,1,6-8°C,0.093,0,5
Volver,Triga,2017,4.4,Alicante,29.9,Tinto,Monastrell,0,16-18°C,0.147,0,2
Volver,Cuvee Old Vines Unfiltered,2017,4.4,Jumilla,19.99,Tinto,Blend/Other,0,16-18°C,0.22,0,2
La Vicalanda,Gran Reserva,2010,4.4,Rioja,59.25,Tinto,Tempranillo,1,16-18°C,0.074,1,6
Monovar,Fondillon,1996,4.4,Alicante,73.9,Tinto,Monastrell,0,16-18°C,0.06,1,2
Alvaro Domecq,1730 Pedro Ximenez,2015,4.4,Jerez Pedro Ximenes (PX),39.35,Generoso,Blend/Other,0,12-14°C,0.112,0,4
Bodegas Mas Alta,Cirerets,2018,4.4,Priorato,40.3,Tinto,Grenache / Carinena,0,16-18°C,0.109,0,7
Cillar de Silos,Dominio del Pidio,2018,4.4,Ribera del Duero,42.75,Tinto,Tempranillo,0,16-18°C,0.103,0,7
Contino,Vina del Olivo,2016,4.4,Rioja,149.5,Tinto,Tempranillo,0,16-18°C,0.029,1,7
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2012,4.4,Rioja,76.5,Tinto,Tempranillo,0,16-18°C,0.058,1,7
Martinet,Clos Martinet,2008,4.4,Priorato,113.2,Tinto,Grenache / Carinena,0,16-18°C,0.039,1,7
Ossian,Vinas Viejas Verdejo,2019,4.4,Castilla y Leon,26.9,Blanco,Verdejo,0,8-10°C,0.164,0,1
Vega Sicilia,Valbuena 5o,1994,4.4,Ribera del Duero,249.8,Tinto,Tempranillo,0,16-18°C,0.018,1,0
Carmelo Rodero,Reserva,2017,4.4,Ribera del Duero,29.95,Tinto,Tempranillo,1,16-18°C,0.147,0,6
Los Aguilares,Tadeo Tinto,2014,4.4,Sierras de Malaga,33.0,Tinto,Blend/Other,0,16-18°C,0.133,0,2
Dominio de Cair,Tierras de Cair Reserva,2014,4.4,Ribera del Duero,37.0,Tinto,Tempranillo,1,16-18°C,0.119,0,6
Bodega Rento,Tinto,2014,4.4,Ribera del Duero,37.13,Tinto,Tempranillo,0,16-18°C,0.119,0,7
R. Lopez de Heredia,Gran Reserva Rosado,2011,4.4,Rioja Alta,49.95,Desconocido,Blend/Other,1,10-14°C,0.088,0,3
Chivite,Navarra Coleccion 125 Blanco,2017,4.4,Navarra,50.9,Blanco,Chardonnay,0,8-10°C,0.086,1,1
Gramona,Cava Celler Batlle,2006,4.4,Cava,51.95,Espumoso,Blend/Other,0,6-8°C,0.085,1,5
Remelluri,Rioja Blanco,2017,4.4,Rioja,49.2,Blanco,Viura,0,8-10°C,0.089,0,1
Castano,Casa Cisca Monastrell,2015,4.4,Yecla,35.2,Tinto,Monastrell,0,16-18°C,0.125,0,2
Dominio do Bibei,Lapola,2019,4.4,Ribeira Sacra,20.74,Desconocido,Blend/Other,0,10-14°C,0.212,0,3
Allende,Calvario Rioja,2008,4.4,Rioja,87.3,Tinto,Tempranillo,0,16-18°C,0.05,1,7
Remelluri,Granja Gran Reserva Rioja,2012,4.4,Rioja,45.95,Tinto,Tempranillo,1,16-18°C,0.096,0,6
Abadia Retuerta,Pago Negralada,2013,4.4,Sardon de Duero,64.99,Tinto,Tempranillo,0,16-18°C,0.068,1,7
Mas Doix,Doix,2007,4.4,Priorato,350.03,Tinto,Grenache / Carinena,0,16-18°C,0.013,1,0
Ferrer Bobet,Seleccio Especial Vinyes Velles,2013,4.4,Priorato,69.9,Tinto,Grenache / Carinena,0,16-18°C,0.063,1,7
Vall Llach,Idus,2017,4.4,Priorato,36.95,Tinto,Grenache / Carinena,0,16-18°C,0.119,0,7
Martinet,Clos Martinet,2007,4.4,Priorato,154.37,Tinto,Grenache / Carinena,0,16-18°C,0.029,1,7
Marco Abella,Clos Abella Seleccion Especial,2014,4.4,Priorato,43.85,Tinto,Grenache / Carinena,0,16-18°C,0.1,0,7
Casa Castillo,Pie Franco,2017,4.4,Jumilla,77.98,Tinto,Monastrell,0,16-18°C,0.056,1,2
Sierra Cantabria,Amancio,2013,4.4,Rioja,91.43,Tinto,Tempranillo,0,16-18°C,0.048,1,7
Emilio Moro,Malleolus de Sanchomartin,2007,4.4,Ribera del Duero,195.0,Tinto,Tempranillo,0,16-18°C,0.023,1,7
Espectacle del Montsant,Tinto,2016,4.4,Montsant,125.84,Tinto,Blend/Other,0,16-18°C,0.035,1,2
Lan,Culmen Reserva Rioja,2001,4.4,Rioja,69.0,Tinto,Tempranillo,1,16-18°C,0.064,1,6
Javier Sanz Viticultor,Singular V Malcorta Verdejo,2020,4.4,Rueda,17.49,Blanco,Verdejo,0,8-10°C,0.252,0,1
Recaredo,Serral del Vell Brut Nature,2014,4.4,Cava,44.41,Espumoso,Blend/Other,0,6-8°C,0.099,0,5
Espectacle del Montsant,Tinto,2014,4.4,Montsant,149.0,Tinto,Blend/Other,0,16-18°C,0.03,1,2
Abadia Retuerta,Pago Negralada,2009,4.4,Sardon de Duero,73.6,Tinto,Tempranillo,0,16-18°C,0.06,1,7
Remirez de Ganuza,Trasnocho,2014,4.4,Rioja,82.75,Tinto,Tempranillo,0,16-18°C,0.053,1,7
Mas Doix,Doix,2013,4.4,Priorato,78.38,Tinto,Grenache / Carinena,0,16-18°C,0.056,1,7
Protos,Seleccion Finca el Grajo Viejo,2016,4.4,Ribera del Duero,59.95,Tinto,Tempranillo,0,16-18°C,0.073,1,7
Sierra Cantabria,Finca el Bosque,2014,4.4,Rioja,80.95,Tinto,Tempranillo,0,16-18°C,0.054,1,7
Artadi,La Poza de Ballesteros,2015,4.4,Vino de Espana,95.9,Tinto,Tempranillo,0,16-18°C,0.046,1,7
Tinto Pesquera,Millenium Reserva,2015,4.4,Ribera del Duero,75.0,Tinto,Tempranillo,1,16-18°C,0.059,1,6
Harveys,30 Years VORS Pedro Ximenez Sherry,2015,4.4,Jerez Pedro Ximenes (PX),58.95,Generoso,Blend/Other,0,12-14°C,0.075,1,4
Marques de Caceres,Gaudium,1994,4.4,Rioja,125.0,Tinto,Tempranillo,0,16-18°C,0.035,1,7
Contino,Vina del Olivo,2015,4.4,Rioja,64.0,Tinto,Tempranillo,0,16-18°C,0.069,1,7
Sierra Cantabria,Finca el Bosque,2012,4.4,Rioja,78.9,Tinto,Tempranillo,0,16-18°C,0.056,1,7
Orben,Malpuesto,2018,4.4,Rioja,35.5,Tinto,Tempranillo,0,16-18°C,0.124,0,7
Artadi,Valdegines,2018,4.4,Vino de Espana,42.35,Tinto,Tempranillo,0,16-18°C,0.104,0,7
Jaro,Chafandin,2018,4.4,Ribera del Duero,28.95,Tinto,Tempranillo,0,16-18°C,0.152,0,7
Artadi,Vina El Pison,2007,4.4,Vino de Espana,495.0,Tinto,Tempranillo,0,16-18°C,0.009,1,0
Abadia Retuerta,Pago Negralada,2016,4.4,Sardon de Duero,63.95,Tinto,Tempranillo,0,16-18°C,0.069,1,7
Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2012,4.4,Rioja,99.0,Tinto,Tempranillo,0,16-18°C,0.044,1,7
Vina Sastre,Pesus Ribera del Duero,2012,4.4,Ribera del Duero,379.0,Tinto,Tempranillo,0,16-18°C,0.012,1,0
Dominio del Aguila,Reserva,2017,4.4,Ribera del Duero,56.95,Tinto,Tempranillo,1,16-18°C,0.077,1,6
Vina Sastre,Regina Vides Ribera del Duero,2012,4.4,Ribera del Duero,65.34,Tinto,Tempranillo,0,16-18°C,0.067,1,7
Bodegas Ximenez-Spinola,Delicado Cosecha Pedro Ximenez,2019,4.4,Jerez Pedro Ximenes (PX),22.35,Generoso,Pedro Ximenez,0,12-14°C,0.197,0,4
Bodegas El Paraguas,Atlantico,2019,4.4,Ribeiro,18.99,Blanco,Treixadura,0,8-10°C,0.232,0,1
Mustiguillo,Quincha Corral,2016,4.4,El Terrerazo,79.95,Tinto,Bobal,0,16-18°C,0.055,1,2
Martinet,Els Escurcons,2014,4.4,Priorato,78.49,Tinto,Grenache / Carinena,0,16-18°C,0.056,1,7
Remirez de Ganuza,Rioja Reserva,2014,4.4,Rioja,49.9,Tinto,Tempranillo,1,16-18°C,0.088,0,6
Vall Llach,Idus,2018,4.4,Priorato,35.5,Tinto,Grenache / Carinena,0,16-18°C,0.124,0,7
Vina Pomal,Vinos Singulares Tempranillo Blanco Reserva,2014,4.4,Rioja,34.9,Blanco,Viura,1,8-10°C,0.126,0,1
Astrales,Christina Ribera del Duero,2016,4.4,Ribera del Duero,50.76,Tinto,Tempranillo,0,16-18°C,0.087,1,7
Merum Priorati,Desti,2018,4.4,Priorato,29.95,Tinto,Grenache / Carinena,0,16-18°C,0.147,0,7
Hacienda Lopez de Haro,Gran Reserva Classica Tinto,2001,4.4,Rioja,36.75,Tinto,Tempranillo,1,16-18°C,0.12,0,6
Bodegas Mauro,Godello Blanco,2019,4.4,Bierzo,37.6,Blanco,Blend/Other,0,8-10°C,0.117,0,1
Alto Moncayo,Aquilon Garnacha,2014,4.4,Campo de Borja,100.0,Tinto,Grenache,0,16-18°C,0.044,1,2
Cayetano del Pino,Palo Cortado 1/10,2015,4.4,Jerez-Xeres-Sherry,25.0,Generoso,Blend/Other,0,12-14°C,0.176,0,4
La Unica,Fourth Edition,2015,4.4,Vino de Espana,40.0,Tinto,Tempranillo,0,16-18°C,0.11,0,7
Remelluri,Rioja Blanco,2018,4.4,Rioja,52.0,Blanco,Viura,0,8-10°C,0.085,1,1
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2012,4.4,Rias Baixas,34.25,Blanco,Albarino,0,8-10°C,0.128,0,1
Fefinanes,Albarino de Fefinanes III Ano,2017,4.4,Rias Baixas,35.4,Blanco,Albarino,0,8-10°C,0.124,0,1
Arzuaga,Reserva Ribera del Duero,2018,4.4,Ribera del Duero,32.15,Tinto,Tempranillo,1,16-18°C,0.137,0,6
Familia Torres,Perpetual,2017,4.4,Priorato,62.75,Tinto,Grenache / Carinena,0,16-18°C,0.07,1,7
Gramona,Cava Celler Batlle,2010,4.4,Cava,58.3,Espumoso,Blend/Other,0,6-8°C,0.075,1,5
Ferrer Bobet,Seleccio Especial Vinyes Velles,2016,4.4,Priorato,58.9,Tinto,Grenache / Carinena,0,16-18°C,0.075,1,7
Merum Priorati,El Cel,2015,4.4,Priorato,59.0,Tinto,Grenache / Carinena,0,16-18°C,0.075,1,7
Gomez Cruzado,Montes Obarenes Seleccion Terroir,2016,4.4,Rioja,42.95,Blanco,Viura,0,8-10°C,0.102,0,1
Vall Llach,Porrera Vi de Vila,2017,4.4,Priorato,43.95,Tinto,Grenache / Carinena,0,16-18°C,0.1,0,7
Resalte,Gran Ribera del Duero,2010,4.4,Ribera del Duero,41.9188925,Tinto,Tempranillo,0,16-18°C,0.105,0,7
Scala Dei,Heretge Priorat,2017,4.4,Priorato,91.03,Tinto,Grenache / Carinena,0,16-18°C,0.048,1,7
Figuero,Vinas Viejas,2018,4.4,Ribera del Duero,25.1,Tinto,Tempranillo,0,16-18°C,0.175,0,7
Artadi,La Poza de Ballesteros,2014,4.4,Vino de Espana,104.0,Tinto,Tempranillo,0,16-18°C,0.042,1,7
Artadi,El Carretil,2010,4.4,Vino de Espana,295.3,Tinto,Tempranillo,0,16-18°C,0.015,1,0
Osborne,Sibarita Oloroso Jerez-Xeres-Sherry 30 Years V.O.R.S,2015,4.4,Jerez Oloroso,79.9,Generoso,Blend/Other,0,12-14°C,0.055,1,4
Vina Sastre,Pago de Santa Cruz Gran Reserva Ribera del Duero,2015,4.4,Ribera del Duero,71.95,Tinto,Tempranillo,1,16-18°C,0.061,1,6
Pinea,17,2018,4.4,Ribera del Duero,57.9,Tinto,Tempranillo,0,16-18°C,0.076,1,7
Vina Sastre,Pesus Ribera del Duero,2011,4.4,Ribera del Duero,465.0,Tinto,Tempranillo,0,16-18°C,0.009,1,0
Mas Doix,Doix,2014,4.4,Priorato,116.0,Tinto,Grenache / Carinena,0,16-18°C,0.038,1,7
Terroir Al Limit Soc. Lda,Les Tosses,2014,4.4,Priorato,158.88,Tinto,Grenache / Carinena,0,16-18°C,0.028,1,7
Martinet,Cami Pesseroles,2007,4.4,Priorato,165.85,Tinto,Grenache / Carinena,0,16-18°C,0.027,1,7
Artadi,La Poza de Ballesteros,2013,4.4,Vino de Espana,101.01,Tinto,Tempranillo,0,16-18°C,0.044,1,7
Portal del Priorat,Clos del Portal Tros de Clos,2016,4.4,Priorato,56.95,Tinto,Grenache / Carinena,0,16-18°C,0.077,1,7
Vina Sastre,Pago de Santa Cruz,2019,4.4,Ribera del Duero,48.69,Tinto,Tempranillo,0,16-18°C,0.09,0,7
Bodegas Mas Alta,La Basseta,2016,4.4,Priorato,56.0,Tinto,Grenache / Carinena,0,16-18°C,0.079,1,7
Cims de Porrera,Classic,1996,4.4,Priorato,217.2,Tinto,Grenache / Carinena,0,16-18°C,0.02,1,0
Nin-Ortiz,Nit de Nin Mas d'en Cacador,2017,4.4,Priorato,89.9,Tinto,Grenache / Carinena,0,16-18°C,0.049,1,7
Casa Rojo,Minami,2016,4.4,Jumilla,48.9,Tinto,Monastrell,0,16-18°C,0.09,0,2
La Rioja Alta,Rioja Gran Reserva 904,1982,4.4,Rioja,145.0,Tinto,Tempranillo,1,16-18°C,0.03,1,6
Alvaro Palacios,Vi de Vila Gratallops,2019,4.4,Priorato,54.5,Tinto,Grenache / Carinena,0,16-18°C,0.081,1,7
Bodegas Naluar & Acediano,Acediano,2016,4.4,Ribera del Duero,42.0,Tinto,Tempranillo,0,16-18°C,0.105,0,7
Gramona,Cava Celler Batlle,2009,4.4,Cava,59.75,Espumoso,Blend/Other,0,6-8°C,0.074,1,5
Cims de Porrera,Classic,2012,4.4,Priorato,49.95,Tinto,Grenache / Carinena,0,16-18°C,0.088,0,7
Murua,Veguin de Murua Gran Reserva,2012,4.4,Rioja,36.0,Tinto,Tempranillo,1,16-18°C,0.122,0,6
Pago de Los Capellanes,O Luar do Sil Valdeorras Godello Sobre Lias,2020,4.4,Valdeorras,16.39,Desconocido,Blend/Other,0,10-14°C,0.268,0,3
Mas Doix,Doix,2015,4.4,Priorato,95.0,Tinto,Grenache / Carinena,0,16-18°C,0.046,1,7
Vinyes Domenech,Teixar,2015,4.4,Montsant,51.05,Tinto,Blend/Other,0,16-18°C,0.086,1,2
Sei Solo,Tinto,2018,4.4,Ribera del Duero,52.9,Tinto,Tempranillo,0,16-18°C,0.083,1,7
Bodegas Ximenez-Spinola,Anada Pedro Ximenez,2018,4.4,Jerez-Xeres-Sherry,17.5,Generoso,Pedro Ximenez,0,12-14°C,0.251,0,4
Abadia Retuerta,Le Domaine Blanco de Guarda,2020,4.4,Sardon de Duero,33.8,Blanco,Blend/Other,0,8-10°C,0.13,0,1
Artadi,Vina El Pison,1999,4.4,Vino de Espana,419.85,Tinto,Tempranillo,0,16-18°C,0.01,1,0
Portal del Priorat,Clos del Portal Somni,2016,4.4,Priorato,33.03,Tinto,Grenache / Carinena,0,16-18°C,0.133,0,7
Terroir Al Limit Soc. Lda,Les Manyes,2015,4.4,Priorato,189.0,Tinto,Grenache / Carinena,0,16-18°C,0.023,1,7
Castillo Perelada,Emporda Aires de Garbet,2017,4.4,Emporda,39.22,Tinto,Blend/Other,0,16-18°C,0.112,0,2
